ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Year,Month,Month Name,Day,Customer_Date
1928,1973,Graduation,Married,31814,1,0,9/2/2013 0:00,73,35,3,20,4,1,20,2,2,0,3,9,2013,9,September,2,9/2/2013
7108,1965,Master,Widow,51390,1,1,8/9/2012 0:00,54,205,20,47,23,2,56,6,5,2,5,5,2012,8,August,9,8/9/2012
8800,1943,PhD,Divorced,48948,0,0,1/2/2013 0:00,53,437,8,206,160,49,42,2,7,10,5,6,2013,1,January,2,1/2/2013
9224,1972,PhD,Single,55260,0,1,12/12/2012 0:00,81,825,8,53,11,0,242,2,8,10,5,6,2012,12,December,12,12/12/2012
5519,1956,Graduation,Married,64090,0,1,7/8/2013 0:00,8,316,58,161,76,51,135,1,6,9,4,5,2013,7,July,8,7/8/2013
7037,1974,PhD,Married,37087,1,0,11/8/2013 0:00,50,194,55,134,15,0,3,3,4,2,8,6,2013,11,November,8,11/8/2013
8624,1958,Graduation,Married,81320,0,0,6/2/2013 0:00,61,183,33,493,59,103,57,1,4,3,10,2,2013,6,June,2,6/2/2013
2727,1973,Graduation,Married,57100,0,0,4/12/2013 0:00,19,181,21,69,39,3,96,1,3,3,6,3,2013,4,April,12,4/12/2013
11074,1977,Graduation,Single,85072,0,0,9/4/2014 0:00,94,494,92,391,194,11,241,1,3,4,10,0,2014,9,September,4,9/4/2014
1968,1971,Graduation,Widow,45684,1,0,2/12/2013 0:00,37,5,1,5,10,0,7,1,1,0,2,7,2013,2,February,12,2/12/2013
6534,1974,Graduation,Married,47889,1,0,4/1/2014 0:00,94,29,0,29,0,5,4,1,2,0,3,5,2014,4,April,1,4/1/2014
9485,1986,PhD,Married,45921,0,0,10/3/2014 0:00,23,102,9,49,24,3,12,1,2,1,6,4,2014,10,October,3,10/3/2014
4654,1992,Graduation,Married,75114,0,0,7/11/2013 0:00,40,571,12,523,63,60,24,1,3,10,5,2,2013,7,July,11,7/11/2013
10619,1994,Graduation,Single,95529,0,0,3/12/2012 0:00,29,770,29,890,250,27,24,1,7,3,7,3,2012,3,March,12,3/12/2012
9308,1954,Graduation,Married,62820,0,0,11/5/2013 0:00,51,398,61,265,138,61,53,1,3,4,6,1,2013,11,November,5,11/5/2013
8362,1982,PhD,Married,84169,0,0,7/8/2013 0:00,9,1478,19,403,0,19,0,1,7,6,6,3,2013,7,July,8,7/8/2013
4988,1948,PhD,Married,34469,1,1,4/5/2014 0:00,58,19,6,20,0,5,12,3,1,1,4,4,2014,4,April,5,4/5/2014
2008,1978,Graduation,Married,77583,0,0,10/2/2014 0:00,93,372,23,384,250,12,108,1,4,5,9,2,2014,10,October,2,10/2/2014
10037,1993,Graduation,Single,74293,0,0,4/5/2014 0:00,66,375,152,335,93,91,81,1,5,4,6,2,2014,4,April,5,4/5/2014
5303,1974,PhD,Married,79632,0,0,8/4/2014 0:00,42,471,0,510,99,21,12,1,6,4,9,2,2014,8,August,4,8/4/2014
538,1989,Graduation,Single,46107,1,0,10/2/2014 0:00,78,31,9,27,16,9,33,1,1,1,4,3,2014,10,October,2,10/2/2014
7922,1951,PhD,Single,64950,0,1,12/8/2012 0:00,29,819,0,72,12,0,63,2,11,2,10,7,2012,12,December,8,12/8/2012
760,1975,PhD,Divorced,60554,1,0,9/8/2013 0:00,8,588,7,76,110,15,15,2,8,4,9,6,2013,9,September,8,9/8/2013
8957,1952,Second cycle degree,Single,64831,1,1,10/6/2013 0:00,51,480,86,249,75,86,144,8,6,3,5,6,2013,10,October,6,10/6/2013
5386,1953,Graduation,Married,94384,0,0,4/3/2013 0:00,62,1111,24,790,160,45,172,0,5,8,5,2,2013,4,April,3,4/3/2013
3202,1987,PhD,Married,51563,0,0,1/10/2012 0:00,60,1166,0,48,0,0,36,1,4,4,10,8,2012,1,January,10,1/10/2012
6515,1977,Graduation,Married,39771,1,0,6/12/2013 0:00,92,6,2,18,2,8,14,1,2,0,3,4,2013,6,June,12,6/12/2013
2882,1975,Second cycle degree,Divorced,67893,0,1,1/10/2012 0:00,31,711,28,142,49,18,47,2,3,2,9,8,2012,1,January,10,1/10/2012
7574,1979,PhD,Married,27922,1,0,10/5/2014 0:00,80,11,0,13,2,4,11,1,2,0,3,4,2014,10,October,5,10/5/2014
6387,1976,PhD,Married,52190,1,1,8/5/2014 0:00,39,42,0,17,0,0,18,3,2,1,3,5,2014,8,August,5,8/5/2014
5048,1971,PhD,Single,42767,2,0,11/5/2013 0:00,53,20,6,43,19,5,38,1,3,1,2,8,2013,11,November,5,11/5/2013
8146,1976,Master,Married,46106,1,1,11/5/2014 0:00,84,30,0,8,2,0,14,1,1,1,2,6,2014,11,November,5,11/5/2014
10031,1976,PhD,Married,16927,1,1,10/2/2013 0:00,50,20,2,23,3,1,4,5,3,0,4,8,2013,10,October,2,10/2/2013
5748,1965,Graduation,Married,59754,0,1,1/12/2012 0:00,96,115,27,44,4,146,139,3,5,2,6,5,2012,1,January,12,1/12/2012
1523,1973,Graduation,Married,59041,1,1,7/5/2014 0:00,25,69,2,15,2,2,6,2,2,0,4,5,2014,7,July,5,7/5/2014
3635,1962,PhD,Single,52597,0,1,7/5/2014 0:00,69,492,0,37,7,0,42,3,6,3,8,5,2014,7,July,5,7/5/2014
7801,1959,Graduation,Married,54753,0,1,12/9/2013 0:00,87,197,107,227,7,59,131,3,5,2,11,4,2013,12,December,9,12/9/2013
7011,1973,Graduation,Married,33471,1,0,12/10/2012 0:00,47,43,2,27,0,9,12,3,3,0,4,7,2012,12,December,10,12/10/2012
10981,1988,Graduation,Married,84219,0,0,2/2/2014 0:00,27,434,137,400,45,137,45,1,3,4,10,1,2014,2,February,2,2/2/2014
10995,1988,Second cycle degree,Married,15716,1,0,12/11/2012 0:00,8,16,5,30,8,7,26,3,3,0,4,8,2012,12,December,11,12/11/2012
10286,1962,Graduation,Married,83715,0,0,3/2/2014 0:00,2,318,8,407,150,35,8,1,2,8,13,0,2014,3,March,2,3/2/2014
2611,1959,Master,Married,82576,0,0,1/8/2012 0:00,66,1206,55,445,168,18,18,1,2,4,12,1,2012,1,January,8,1/8/2012
1600,1965,Master,Married,56962,2,1,11/10/2013 0:00,60,292,3,77,10,3,26,7,6,3,5,7,2013,11,November,10,11/10/2013
3308,1952,Graduation,Married,35704,1,1,3/1/2014 0:00,54,30,9,12,2,11,30,3,2,0,4,4,2014,3,March,1,3/1/2014
5407,1954,Graduation,Married,53103,0,1,12/9/2013 0:00,70,729,17,133,11,0,195,5,10,6,7,7,2013,12,December,9,12/9/2013
2166,1960,Second cycle degree,Widow,46779,1,1,12/7/2013 0:00,55,12,1,3,0,0,7,1,0,1,2,4,2013,12,December,7,12/7/2013
6634,1979,Master,Divorced,33462,1,0,7/8/2013 0:00,78,22,3,18,0,0,11,1,2,0,3,7,2013,7,July,8,7/8/2013
9305,1976,Second cycle degree,Single,79689,0,0,12/5/2013 0:00,65,311,26,640,180,37,121,1,4,9,13,2,2013,12,December,5,12/5/2013
8492,1978,Graduation,Married,75437,0,0,9/11/2013 0:00,25,795,0,545,95,58,0,1,8,4,10,6,2013,9,September,11,9/11/2013
9097,1956,Graduation,Divorced,46086,0,1,3/11/2013 0:00,34,244,8,32,7,2,50,4,3,1,8,4,2013,3,March,11,3/11/2013
10473,1956,PhD,Widow,78028,0,1,10/9/2012 0:00,38,158,19,288,25,0,38,1,6,4,9,7,2012,10,October,9,10/9/2012
7962,1987,PhD,Single,95169,0,0,9/10/2013 0:00,1,1285,21,449,106,20,20,1,4,3,4,1,2013,9,September,10,9/10/2013
7453,1954,Graduation,Single,36130,0,1,2/2/2013 0:00,46,157,43,127,68,56,37,6,3,8,4,4,2013,2,February,2,2/2/2013
8952,1953,Master,Married,65569,0,1,5/11/2012 0:00,96,397,46,288,20,38,70,2,6,5,10,3,2012,5,May,11,5/11/2012
241,1952,Graduation,Married,83844,0,0,12/5/2013 0:00,57,901,31,345,75,31,191,1,4,4,11,1,2013,12,December,5,12/5/2013
6119,1963,PhD,Single,36736,1,1,10/5/2013 0:00,52,10,0,3,0,0,4,1,1,0,2,6,2013,10,October,5,10/5/2013
5723,1976,PhD,Married,49187,0,1,11/1/2014 0:00,63,81,1,31,2,1,0,1,1,1,5,2,2014,11,November,1,11/1/2014
1710,1978,Graduation,Single,30168,1,0,7/3/2013 0:00,51,154,20,66,0,12,27,7,6,1,4,9,2013,7,July,3,7/3/2013
1970,1968,Master,Married,34053,0,1,10/9/2012 0:00,14,63,0,21,7,0,12,1,3,0,3,8,2012,10,October,9,10/9/2012
7010,1965,Second cycle degree,Married,70924,0,0,7/4/2014 0:00,41,635,114,254,132,152,76,1,6,6,7,3,2014,7,July,4,7/4/2014
3158,1973,Graduation,Married,32300,1,0,3/1/2013 0:00,1,13,3,6,6,5,6,1,1,0,3,8,2013,3,March,1,3/1/2013
2445,1974,PhD,Married,28440,1,0,7/7/2013 0:00,87,38,1,24,0,0,0,1,2,0,3,8,2013,7,July,7,7/7/2013
6059,1953,PhD,Married,64504,1,2,4/3/2013 0:00,81,986,36,168,16,0,108,7,11,3,4,7,2013,4,April,3,4/3/2013
4240,1978,Graduation,Married,17345,1,0,3/11/2012 0:00,79,4,9,16,17,0,12,2,2,1,2,8,2012,3,March,11,3/11/2012
8911,1967,PhD,Married,56320,0,1,8/4/2013 0:00,11,201,53,172,116,77,83,3,5,4,9,4,2013,8,August,4,8/4/2013
10175,1958,PhD,Divorced,32173,0,1,1/8/2013 0:00,0,18,0,2,0,0,2,1,1,0,3,4,2013,1,January,8,1/8/2013
8985,1964,Second cycle degree,Married,68316,0,1,4/11/2012 0:00,54,806,80,161,120,11,33,5,10,7,10,6,2012,4,April,11,4/11/2012
1020,1973,Graduation,Married,79593,0,0,12/5/2014 0:00,70,350,60,568,110,133,145,1,5,6,7,2,2014,12,December,5,12/5/2014
6730,1954,Graduation,Married,38998,1,1,3/11/2012 0:00,92,34,1,14,0,0,5,3,2,0,3,8,2012,3,March,11,3/11/2012
966,1966,Graduation,Married,44529,0,1,5/7/2013 0:00,98,538,13,91,17,6,26,6,6,2,11,5,2013,5,May,7,5/7/2013
4767,1965,Second cycle degree,Married,70924,0,0,7/4/2014 0:00,41,635,114,254,132,152,76,1,6,6,7,3,2014,7,July,4,7/4/2014
9725,1966,PhD,Married,28764,1,1,5/6/2014 0:00,16,8,0,3,0,0,1,1,1,0,2,8,2014,5,May,6,5/6/2014
5731,1983,Master,Married,27100,1,0,5/4/2013 0:00,64,12,0,13,2,0,10,1,1,0,3,7,2013,5,May,4,5/4/2013
7290,1985,Graduation,Single,70596,0,0,5/10/2012 0:00,68,347,44,534,17,0,26,1,3,5,12,2,2012,5,May,10,5/10/2012
8104,1951,PhD,Married,53312,0,0,9/8/2013 0:00,32,241,0,12,0,0,25,1,5,1,5,7,2013,9,September,8,9/8/2013
4491,1949,Master,Married,62845,1,1,1/10/2012 0:00,3,1099,0,45,0,0,34,11,3,4,10,8,2012,1,January,10,1/10/2012
1162,1987,PhD,Single,42000,0,0,10/1/2013 0:00,23,124,83,267,85,59,35,2,5,2,11,5,2013,10,October,1,10/1/2013
10766,1964,PhD,Married,65526,0,1,11/4/2014 0:00,22,397,19,69,12,0,9,1,4,4,8,2,2014,11,November,4,11/4/2014
4415,1961,Graduation,Married,16860,1,1,12/9/2012 0:00,19,10,4,4,3,3,14,3,1,1,3,7,2012,12,December,9,12/9/2012
3005,1992,Graduation,Single,83528,0,0,1/5/2014 0:00,7,530,117,678,134,44,147,1,4,10,8,1,2014,1,January,5,1/5/2014
2223,1965,Second cycle degree,Divorced,64176,0,1,3/8/2012 0:00,52,1215,33,249,64,116,149,8,8,9,8,6,2012,3,March,8,3/8/2012
4817,1956,Graduation,Divorced,22304,0,0,4/8/2012 0:00,91,3,2,7,0,4,2,1,1,0,2,8,2012,4,April,8,4/8/2012
2875,1978,Graduation,Married,67023,0,0,4/3/2014 0:00,93,444,44,382,11,8,17,1,3,7,13,2,2014,4,April,3,4/3/2014
11112,1966,Graduation,Married,70713,0,1,3/12/2012 0:00,23,736,114,279,82,76,190,6,5,6,8,3,2012,3,March,12,3/12/2012
6421,1961,Graduation,Married,88347,0,0,3/7/2013 0:00,32,1050,178,555,77,138,118,1,4,7,9,1,2013,3,March,7,3/7/2013
4207,1981,PhD,Married,87171,0,0,1/5/2013 0:00,27,1001,44,107,58,44,44,1,6,7,11,2,2013,1,January,5,1/5/2013
6072,1970,Master,Single,75345,0,0,2/2/2013 0:00,16,918,57,842,99,38,133,1,5,8,6,3,2013,2,February,2,2/2/2013
6295,1977,Graduation,Married,54233,0,1,4/2/2013 0:00,46,652,8,158,21,0,142,4,11,6,5,8,2013,4,April,2,4/2/2013
10914,1970,Graduation,Single,24163,1,1,12/10/2013 0:00,3,4,1,7,2,1,2,2,1,0,3,4,2013,12,December,10,12/10/2013
1509,1958,PhD,Married,84460,0,0,4/1/2013 0:00,80,152,27,103,106,54,81,0,9,9,4,5,2013,4,April,1,4/1/2013
5577,1983,Graduation,Married,43776,1,0,3/5/2014 0:00,77,8,0,9,2,1,3,1,1,0,2,6,2014,3,March,5,3/5/2014
6466,1965,PhD,Married,57236,1,1,12/3/2014 0:00,22,105,0,9,2,1,4,3,2,1,4,3,2014,12,December,3,12/3/2014
9964,1979,Graduation,Single,61825,0,1,7/8/2013 0:00,56,162,50,100,55,30,27,1,4,2,8,4,2013,7,July,8,7/8/2013
4790,1958,Graduation,Divorced,79803,0,1,2/6/2014 0:00,54,574,8,216,21,16,33,1,4,3,5,1,2014,2,February,6,2/6/2014
6001,1979,Graduation,Married,56775,0,1,2/1/2013 0:00,62,614,35,160,58,35,35,2,5,8,10,5,2013,2,February,1,2/1/2013
5538,1975,Graduation,Divorced,83829,0,0,8/10/2013 0:00,78,897,161,430,186,161,27,0,4,7,6,1,2013,8,August,10,8/10/2013
1545,1986,Graduation,Married,38508,1,0,2/8/2013 0:00,95,120,19,206,25,19,54,6,7,2,5,8,2013,2,February,8,2/8/2013
10065,1970,Second cycle degree,Married,15315,0,0,3/8/2013 0:00,27,7,4,13,15,8,17,2,2,0,4,5,2013,3,March,8,3/8/2013
1524,1983,Second cycle degree,Single,81698,0,0,1/3/2013 0:00,1,709,45,115,30,160,45,1,8,2,5,5,2013,1,January,3,1/3/2013
10022,1973,PhD,Single,54466,1,1,9/2/2014 0:00,78,12,0,4,0,0,0,1,1,0,2,5,2014,9,September,2,9/2/2014
2320,1978,Second cycle degree,Married,47025,0,1,12/9/2013 0:00,98,508,11,59,23,5,29,5,11,1,6,9,2013,12,December,9,12/9/2013
850,1968,Graduation,Single,70566,0,1,6/10/2013 0:00,4,381,28,215,84,28,21,2,6,5,9,3,2013,6,June,10,6/10/2013
6749,1966,Graduation,Single,86358,1,1,8/8/2012 0:00,78,957,47,494,82,47,95,4,5,3,6,8,2012,8,August,8,8/8/2012
8977,1985,Basic,Single,16581,0,0,12/1/2013 0:00,51,1,3,4,2,3,11,1,0,0,3,4,2013,12,December,1,12/1/2013
606,1967,Graduation,Single,25930,1,1,10/10/2013 0:00,87,6,1,2,2,0,4,1,1,0,2,7,2013,10,October,10,10/10/2013
5961,1978,Graduation,Married,42693,1,0,7/6/2014 0:00,29,8,4,20,6,3,16,1,1,0,3,5,2014,7,July,6,7/6/2014
2975,1976,Graduation,Married,85606,0,1,12/11/2012 0:00,89,717,42,864,219,30,84,2,6,7,9,3,2012,12,December,11,12/11/2012
10542,1968,PhD,Married,36778,1,1,5/8/2012 0:00,63,29,4,34,2,4,4,3,3,0,3,9,2012,5,May,8,5/8/2012
8015,1962,PhD,Divorced,85696,0,0,3/5/2013 0:00,88,714,76,395,116,0,12,1,4,6,9,1,2013,3,March,5,3/5/2013
11166,1961,Graduation,Married,49678,0,1,2/2/2013 0:00,81,229,5,56,3,2,20,2,6,2,4,7,2013,2,February,2,2/2/2013
4066,1978,Second cycle degree,Divorced,21282,1,0,11/5/2014 0:00,76,1,5,8,4,8,20,2,2,1,2,6,2014,11,November,5,11/5/2014
819,1945,Graduation,Widow,63285,0,0,5/11/2013 0:00,84,508,124,249,50,38,134,1,6,5,13,3,2013,5,May,11,5/11/2013
7755,1954,PhD,Married,57744,0,1,12/11/2013 0:00,91,350,3,39,0,0,19,2,9,1,4,8,2013,12,December,11,12/11/2013
1453,1943,PhD,Widow,57513,0,0,6/7/2013 0:00,59,735,40,183,52,20,30,2,9,3,13,6,2013,6,June,7,6/7/2013
2613,1960,Master,Married,54197,0,1,3/4/2014 0:00,16,162,6,37,6,13,13,2,1,3,6,1,2014,3,March,4,3/4/2014
1077,1974,Graduation,Married,56715,0,0,5/12/2012 0:00,52,258,105,239,237,172,9,1,7,3,4,4,2012,5,May,12,5/12/2012
640,1951,Graduation,Married,57304,0,1,11/3/2013 0:00,61,356,80,329,138,17,106,2,7,6,10,5,2013,11,November,3,11/3/2013
6116,1968,Second cycle degree,Married,48985,0,1,5/7/2013 0:00,13,19,13,18,10,7,8,1,1,1,3,3,2013,5,May,7,5/7/2013
10660,1957,Master,Married,66726,1,1,12/1/2014 0:00,61,349,7,35,0,0,47,3,8,2,4,7,2014,12,December,1,12/1/2014
8686,1979,Basic,Married,23724,1,0,8/1/2013 0:00,65,5,23,15,0,18,14,2,2,0,3,8,2013,8,August,1,8/1/2013
5907,1952,Master,Married,33444,1,1,3/11/2012 0:00,24,8,0,8,0,0,2,1,1,0,2,8,2012,3,March,11,3/11/2012
8387,1957,Graduation,Married,43140,0,1,5/1/2013 0:00,68,134,8,76,6,0,11,1,4,1,5,6,2013,5,May,1,5/1/2013
3839,1958,Basic,Single,15056,1,1,3/5/2013 0:00,76,6,12,3,21,6,40,5,2,2,3,5,2013,3,March,5,3/5/2013
9392,1971,Graduation,Single,26954,1,0,8/5/2014 0:00,17,4,1,11,0,0,1,1,1,0,2,7,2014,8,August,5,8/5/2014
2292,1985,Graduation,Single,22327,1,0,2/8/2013 0:00,94,5,4,8,2,0,5,1,1,0,3,5,2013,2,February,8,2/8/2013
4088,1962,PhD,Married,31497,0,1,6/12/2012 0:00,22,108,1,28,13,1,4,2,3,1,4,8,2012,6,June,12,6/12/2012
2246,1965,Second cycle degree,Married,46891,0,1,1/9/2013 0:00,91,43,12,23,29,15,61,1,2,1,4,4,2013,1,January,9,1/9/2013
5545,1972,PhD,Married,78075,0,0,5/4/2014 0:00,72,572,8,259,34,35,80,1,3,5,5,1,2014,5,May,4,5/4/2014
7342,1961,Second cycle degree,Widow,59184,0,1,9/9/2012 0:00,6,341,142,113,259,151,66,3,6,6,12,5,2012,9,September,9,9/9/2012
837,1977,Graduation,Married,54809,1,1,11/9/2013 0:00,0,63,6,57,13,13,22,4,2,1,5,4,2013,11,November,9,11/9/2013
234,1979,Graduation,Divorced,15287,1,0,10/10/2012 0:00,60,1,2,8,4,3,13,2,1,1,2,7,2012,10,October,10,10/10/2012
5644,1957,Graduation,Married,42213,0,1,12/10/2013 0:00,96,309,3,24,4,3,20,2,5,1,7,7,2013,12,December,10,12/10/2013
697,1969,Graduation,Married,74918,0,0,12/3/2013 0:00,78,972,59,913,25,19,59,1,5,9,6,3,2013,12,December,3,12/3/2013
8876,1963,PhD,Married,33629,1,1,8/8/2012 0:00,49,132,0,16,0,0,4,5,3,1,4,9,2012,8,August,8,8/8/2012
4500,1991,PhD,Married,68682,0,0,6/10/2013 0:00,56,919,0,505,99,30,45,1,4,9,10,2,2013,6,June,10,6/10/2013
4058,1955,PhD,Single,61284,0,0,12/10/2013 0:00,76,618,15,106,20,7,45,1,11,2,8,6,2013,12,December,10,12/10/2013
1307,1978,Graduation,Divorced,41986,0,1,9/2/2014 0:00,15,27,5,8,8,3,12,3,3,0,4,4,2014,9,September,2,9/2/2014
6211,1976,PhD,Married,37395,1,0,2/5/2014 0:00,47,18,0,9,0,1,11,1,1,0,3,6,2014,2,February,5,2/5/2014
9757,1972,Graduation,Married,84906,0,0,4/10/2013 0:00,98,997,15,414,99,30,76,1,5,6,12,2,2013,4,April,10,4/10/2013
6918,1989,Graduation,Married,28691,1,0,4/7/2013 0:00,56,5,4,13,8,0,4,1,1,0,3,8,2013,4,April,7,4/7/2013
1921,1967,PhD,Married,59062,2,1,3/10/2013 0:00,74,46,1,12,3,0,9,2,2,0,3,4,2013,3,March,10,3/10/2013
1291,1978,PhD,Married,27683,1,0,4/8/2012 0:00,90,152,9,121,12,12,45,4,6,2,4,8,2012,4,April,8,4/8/2012
4136,1992,Basic,Single,7500,1,0,3/12/2012 0:00,63,10,17,18,8,26,40,4,3,2,2,9,2012,3,March,12,3/12/2012
803,1968,Graduation,Married,40521,1,1,5/4/2013 0:00,82,12,0,5,0,0,4,1,0,1,2,5,2013,5,May,4,5/4/2013
961,1972,Graduation,Married,74716,0,1,12/9/2013 0:00,92,133,27,421,13,195,71,2,7,3,5,4,2013,12,December,9,12/9/2013
9094,1955,Second cycle degree,Married,62972,0,1,3/8/2012 0:00,39,313,15,47,20,0,192,2,7,4,3,6,2012,3,March,8,3/8/2012
810,1975,Graduation,Married,74190,0,1,12/5/2014 0:00,49,151,81,86,168,91,64,2,4,2,11,2,2014,12,December,5,12/5/2014
6049,1982,Master,Married,73450,0,0,5/12/2013 0:00,85,1142,51,415,90,69,37,1,7,8,11,3,2013,5,May,12,5/12/2013
8147,1960,Graduation,Married,31454,1,1,6/7/2013 0:00,40,28,0,11,0,0,9,3,2,0,3,8,2013,6,June,7,6/7/2013
1857,1952,Graduation,Single,47139,1,1,6/3/2014 0:00,2,46,0,12,0,2,23,2,2,1,2,7,2014,6,June,3,6/3/2014
3910,1975,Graduation,Divorced,83829,0,0,8/10/2013 0:00,78,897,161,430,186,161,27,0,4,7,6,1,2013,8,August,10,8/10/2013
11114,1970,Graduation,Married,19656,1,0,8/2/2013 0:00,94,25,4,9,6,8,32,3,2,1,3,7,2013,8,August,2,8/2/2013
1740,1944,Graduation,Married,55956,0,0,7/4/2014 0:00,22,760,38,104,50,9,38,2,7,3,4,4,2014,7,July,4,7/4/2014
10637,1964,Graduation,Married,40800,1,2,1/1/2013 0:00,77,24,0,27,8,30,10,2,3,0,3,7,2013,1,January,1,1/1/2013
3698,1983,Graduation,Married,78687,0,0,9/8/2012 0:00,13,817,185,687,145,55,241,1,4,6,8,2,2012,9,September,8,9/8/2012
5043,1951,Basic,Married,26997,0,0,5/11/2012 0:00,89,7,23,78,133,49,144,2,4,2,5,7,2012,5,May,11,5/11/2012
2516,1969,Second cycle degree,Married,46831,1,1,8/6/2013 0:00,84,22,2,10,6,4,34,2,1,2,2,4,2013,8,August,6,8/6/2013
9010,1972,Master,Married,83151,0,0,10/2/2013 0:00,80,968,147,842,137,42,210,1,5,7,10,2,2013,10,October,2,10/2/2013
4808,1956,Graduation,Married,15759,0,0,5/9/2013 0:00,12,1,2,5,6,0,3,1,1,0,2,7,2013,5,May,9,5/9/2013
7128,1977,PhD,Single,42997,1,1,7/12/2013 0:00,91,4,0,5,0,1,5,1,1,0,2,7,2013,7,July,12,7/12/2013
2811,1963,PhD,Single,48918,1,1,12/4/2014 0:00,21,52,0,9,0,0,1,2,1,0,4,4,2014,12,December,4,12/4/2014
5336,1971,Master,Married,157733,1,0,4/6/2013 0:00,37,39,1,9,2,0,8,0,1,0,1,1,2013,4,April,6,4/6/2013
6024,1953,Graduation,Married,94384,0,0,4/3/2013 0:00,62,1111,24,790,160,45,172,0,5,8,5,2,2013,4,April,3,4/3/2013
6055,1979,Graduation,Married,71626,0,0,1/11/2012 0:00,94,546,72,376,94,145,72,1,5,5,8,3,2012,1,January,11,1/11/2012
3972,1976,Graduation,Married,50200,1,1,3/4/2013 0:00,70,266,6,51,8,6,64,6,7,1,5,8,2013,3,March,4,3/4/2013
7143,1955,Second cycle degree,Married,74805,0,1,6/11/2013 0:00,14,209,162,209,41,162,37,5,4,7,10,2,2013,6,June,11,6/11/2013
8789,1989,Second cycle degree,Married,59060,1,0,11/1/2014 0:00,77,35,40,111,36,40,12,3,3,1,7,4,2014,11,November,1,11/1/2014
4554,1965,Graduation,Married,47009,0,1,1/10/2013 0:00,89,171,45,73,59,10,90,4,3,2,8,4,2013,1,January,10,1/10/2013
4937,1973,Second cycle degree,Married,46094,1,1,10/6/2014 0:00,62,12,2,20,3,2,5,1,1,0,3,7,2014,10,October,6,10/6/2014
8749,1984,Graduation,Married,37235,1,0,1/2/2014 0:00,68,20,2,9,4,6,20,1,1,1,2,4,2014,1,January,2,1/2/2014
10377,1958,Master,Married,46692,0,1,6/6/2013 0:00,37,170,6,97,24,12,88,3,6,1,5,6,2013,6,June,6,6/6/2013
9206,1968,Graduation,Married,77382,0,1,7/1/2014 0:00,36,491,48,231,112,105,134,2,5,7,12,1,2014,7,July,1,7/1/2014
10971,1977,Graduation,Single,37774,2,0,3/9/2012 0:00,28,173,8,107,7,2,176,4,7,2,3,9,2012,3,March,9,3/9/2012
4246,1982,Master,Single,6560,0,0,12/12/2013 0:00,2,67,11,26,4,3,262,0,1,0,1,17,2013,12,December,12,12/12/2013
4832,1979,Graduation,Married,27244,1,0,7/3/2014 0:00,84,6,5,17,3,24,46,2,2,2,2,7,2014,7,July,3,7/3/2014
5621,1969,Graduation,Married,48752,1,1,12/12/2012 0:00,8,73,57,100,71,15,0,5,6,1,5,9,2012,12,December,12,12/12/2012
9495,1982,Graduation,Married,71853,0,0,8/5/2013 0:00,29,358,108,413,141,97,32,1,2,8,6,1,2013,8,August,5,8/5/2013
942,1982,Graduation,Single,39660,1,0,8/8/2012 0:00,36,139,13,78,20,13,36,3,7,1,3,9,2012,8,August,8,8/8/2012
873,1949,Master,Married,62845,1,1,1/10/2012 0:00,3,1099,0,45,0,0,34,11,3,4,10,8,2012,1,January,10,1/10/2012
10390,1959,Second cycle degree,Married,26887,0,1,10/2/2013 0:00,27,6,7,4,3,4,6,1,1,0,3,6,2013,10,October,2,10/2/2013
1745,1962,PhD,Divorced,85696,0,0,3/5/2013 0:00,88,714,76,395,116,0,12,1,4,6,9,1,2013,3,March,5,3/5/2013
8369,1987,Graduation,Married,18227,1,0,8/11/2012 0:00,21,1,2,7,4,3,11,1,0,1,2,8,2012,8,August,11,8/11/2012
2407,1982,Graduation,Married,69109,0,0,9/11/2012 0:00,10,823,25,459,124,29,95,1,6,6,7,4,2012,9,September,11,9/11/2012
7275,1971,Master,Single,33316,1,1,4/10/2013 0:00,34,79,1,31,4,4,12,3,2,1,4,6,2013,4,April,10,4/10/2013
2674,1958,Master,Single,75154,0,1,4/9/2012 0:00,79,543,10,205,160,143,82,1,6,3,6,3,2012,4,April,9,4/9/2012
2698,1976,Graduation,Single,47025,0,1,7/11/2013 0:00,52,254,7,108,20,0,26,3,6,3,5,6,2013,7,July,11,7/11/2013
10258,1965,Master,Single,35791,2,1,6/5/2013 0:00,94,27,0,5,0,0,3,2,1,0,3,8,2013,6,June,5,6/5/2013
5675,1960,PhD,Divorced,50611,0,1,4/10/2012 0:00,98,459,0,24,6,0,4,6,4,5,7,6,2012,4,April,10,4/10/2012
4743,1969,PhD,Married,56242,0,1,3/3/2013 0:00,72,689,8,167,11,8,88,5,8,4,11,6,2013,3,March,3,3/3/2013
8805,1960,Graduation,Single,48904,0,1,2/12/2012 0:00,1,283,10,38,0,13,27,4,7,2,4,8,2012,2,February,12,2/12/2012
10475,1970,Master,Married,,0,1,1/4/2013 0:00,39,187,5,65,26,20,14,2,4,2,6,5,2013,1,January,4,1/4/2013
10420,1955,Master,Divorced,46390,0,1,5/5/2014 0:00,56,95,14,64,2,9,38,1,4,2,3,7,2014,5,May,5,5/5/2014
